CSD Code 2021,CSD Name 2021,Census Population 2021,Income 2021,Education 2021,Housing 2021,Labour Force Activity 2021,CWB 2021,Community Type 2021
1102010,Crossroads,1859,81,73,95,88,84,Non-Indigenous Community
1102011,Hazelbrook,220,,,,,81,Non-Indigenous Community
1102013,Alexandra,252,77,75,100,86,84,Non-Indigenous Community
1102015,Johnstons River,371,76,71,98,92,84,Non-Indigenous Community
1102016,Vernon River,2499,76,64,95,89,81,Non-Indigenous Community
1102017,New Glasgow,4277,78,67,95,87,81,Non-Indigenous Community
1102018,"Crapaud, Part 1",1564,75,68,93,86,81,Non-Indigenous Community
1102019,North Rustico,327,83,59,96,85,81,Non-Indigenous Community
1102020,North Wiltshire,176,,,,,82,Non-Indigenous Community
1102021,Hampshire,339,73,66,97,87,81,Non-Indigenous Community
1102022,Kingston,1111,81,73,96,91,85,Non-Indigenous Community
1102030,Rocky Point 3,47,,,,,,First Nations Community 
1102032,Victoria,139,,,,,84,Non-Indigenous Community
1102034,Crapaud,361,69,53,93,89,76,Non-Indigenous Community
1102035,Darlington,99,,,,,89,Non-Indigenous Community
1102037,Clyde River,614,81,71,99,92,85,Non-Indigenous Community
1102040,Miltonvale Park,1196,78,65,97,89,82,Non-Indigenous Community
1102043,Hunter River,390,72,71,94,90,82,Non-Indigenous Community
1102045,"Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico",359,85,74,93,87,85,Non-Indigenous Community
1102046,North Rustico,648,74,50,97,75,74,Non-Indigenous Community
1102050,Union Road,213,,,,,75,Non-Indigenous Community
1102051,Breadalbane,170,,,,,74,Non-Indigenous Community
1102055,Brackley,586,79,66,94,89,82,Non-Indigenous Community
1102057,Scotchfort 4,230,,,,,69,First Nations Community 
1102059,Mount Stewart,226,,,,,79,Non-Indigenous Community
1102061,York,387,78,68,99,90,84,Non-Indigenous Community
1102064,"East River, Part 1",2307,76,67,94,89,82,Non-Indigenous Community
1102066,"Kensington, Part 2",549,77,59,94,86,79,Non-Indigenous Community
1102067,North Shore,2500,80,70,97,86,84,Non-Indigenous Community
1102068,West River,3473,80,71,97,90,84,Non-Indigenous Community
1102069,Winsloe North,337,77,65,97,87,82,Non-Indigenous Community
1102070,Warren Grove,374,80,70,99,93,85,Non-Indigenous Community
1102071,New London,1521,80,66,95,87,82,Non-Indigenous Community
1102072,North River,157,,,,,89,Non-Indigenous Community
1102073,North Shore,1475,78,67,93,91,82,Non-Indigenous Community
1102075,Charlottetown,38809,77,73,95,87,83,Non-Indigenous Community
1102080,Stratford,10927,81,78,97,88,86,Non-Indigenous Community
1102085,Cornwall,6574,78,73,97,90,84,Non-Indigenous Community
1103002,Borden,809,78,68,94,90,82,Non-Indigenous Community
1103003,Kinkora,1285,81,63,97,86,82,Non-Indigenous Community
1103004,"Crapaud, Part 2",548,75,68,93,92,82,Non-Indigenous Community
1103005,Borden-Carleton,788,69,61,87,85,76,Non-Indigenous Community
1103007,Malpeque Bay,1191,77,66,96,85,81,Non-Indigenous Community
1103008,Kinkora,388,80,69,95,92,84,Non-Indigenous Community
1103014,Kensington,1812,75,59,95,89,79,Non-Indigenous Community
1103015,Bedeque and Area,311,69,61,85,89,76,Non-Indigenous Community
1103018,Sherbrooke,178,,,,,83,Non-Indigenous Community
1103020,Wellington,1811,78,55,95,90,79,Non-Indigenous Community
1103021,Tyne Valley,669,75,69,97,92,83,Non-Indigenous Community
1103022,St. Nicholas,218,,,,,77,Non-Indigenous Community
1103023,Linkletter,315,78,54,85,79,74,Non-Indigenous Community
1103024,Miscouche,992,75,63,97,90,81,Non-Indigenous Community
1103025,Summerside,16001,75,63,96,86,80,Non-Indigenous Community
1103027,Abram-Village,340,77,54,99,85,79,Non-Indigenous Community
1103029,Wellington,414,75,56,96,90,79,Non-Indigenous Community
1103033,Tyne Valley,229,,,,,78,Non-Indigenous Community
1103035,Lennox Island 1,308,73,48,82,80,71,First Nations Community 
1103039,Lot 11 and Area,617,72,49,97,82,75,Non-Indigenous Community
1103040,Miscouche,849,74,62,95,87,80,Non-Indigenous Community
1103042,O'Leary,876,67,56,95,83,75,Non-Indigenous Community
1103043,Central Prince,1129,70,49,93,79,73,Non-Indigenous Community
1103050,Northport,157,,,,,84,Non-Indigenous Community
1103052,Alberton,1301,74,52,94,87,77,Non-Indigenous Community
1103053,St. Felix,314,75,48,98,84,76,Non-Indigenous Community
1103055,Greenmount-Montrose,262,75,59,95,84,78,Non-Indigenous Community
1103057,St. Louis,69,,,,,,Non-Indigenous Community
1103059,Tignish,744,75,52,96,90,78,Non-Indigenous Community
1103060,Tignish Shore,64,,,,,,Non-Indigenous Community
1103061,Tignish,1800,80,51,98,86,79,Non-Indigenous Community
1103062,Miminegash,148,,,,,73,Non-Indigenous Community
1103063,Miminegash,1089,71,43,96,81,73,Non-Indigenous Community
1103064,Alberton,2230,77,59,97,88,80,Non-Indigenous Community
1103065,O'Leary,2566,72,53,95,81,75,Non-Indigenous Community
1103066,West Point,235,,,,,78,Non-Indigenous Community
1103067,"Kensington, Part 1",3090,78,63,95,87,81,Non-Indigenous Community
1103068,Victoria,87,,,,,81,Non-Indigenous Community
1201001,Barrington,6523,77,46,94,84,75,Non-Indigenous Community
1201004,Clark's Harbour,725,74,43,93,87,74,Non-Indigenous Community
1201006,Shelburne,4336,75,54,97,81,77,Non-Indigenous Community
1201008,Shelburne,1644,73,56,94,83,76,Non-Indigenous Community
1201009,Lockeport,476,73,51,93,81,75,Non-Indigenous Community
1202001,Argyle,7870,77,53,95,84,77,Non-Indigenous Community
1202004,Yarmouth,10067,76,58,94,83,78,Non-Indigenous Community
1202006,Yarmouth,6829,72,55,94,79,75,Non-Indigenous Community
1202040,Yarmouth 33,181,,,,,66,First Nations Community 
1203001,Clare,7678,75,52,95,80,75,Non-Indigenous Community
1203004,Digby,7242,71,54,92,77,74,Non-Indigenous Community
1203006,Digby,2001,70,54,93,78,74,Non-Indigenous Community
1203009,Bear River (Part) 6,141,,,,,71,First Nations Community 
1204001,Medway River 11,15,,,,,,First Nations Community 
1204009,Ponhook Lake 10,15,,,,,,First Nations Community 
1204010,Queens,10422,73,56,93,77,75,Non-Indigenous Community
1204015,Wildcat 12,49,,,,,,First Nations Community 
1205001,"Annapolis, Subd. D",3049,73,56,94,80,76,Non-Indigenous Community
1205002,Bear River (Part) 6,0,,,,,,First Nations Community 
1205004,"Annapolis, Subd. A",5980,71,61,92,80,76,Non-Indigenous Community
1205006,Bear River 6B,15,,,,,,First Nations Community 
1205008,Annapolis Royal,530,79,70,93,78,80,Non-Indigenous Community
1205009,"Annapolis, Subd. B",4587,72,59,93,81,76,Non-Indigenous Community
1205014,"Annapolis, Subd. C",5218,73,60,95,83,78,Non-Indigenous Community
1205016,Middleton,1873,72,59,92,80,76,Non-Indigenous Community
1206001,Lunenburg,25545,78,60,95,82,79,Non-Indigenous Community
1206004,Bridgewater,8790,75,62,95,81,78,Non-Indigenous Community
1206006,Lunenburg,2396,80,71,96,82,82,Non-Indigenous Community
1206008,Mahone Bay,1064,79,73,97,81,83,Non-Indigenous Community
1206009,Chester,10693,79,61,95,81,79,Non-Indigenous Community
1206011,Gold River 21,81,,,,,61,First Nations Community 
1206014,Pennal 19,30,,,,,,First Nations Community 
1206016,New Ross 20,0,,,,,,First Nations Community 
1207001,"Kings, Subd. A",22355,75,60,96,84,79,Non-Indigenous Community
1207002,Annapolis Valley First Nation,743,70,55,95,79,75,First Nations Community 
1207004,Berwick,2455,76,65,96,80,79,Non-Indigenous Community
1207011,"Kings, Subd. C",8348,75,63,96,84,80,Non-Indigenous Community
1207012,Kentville,6630,78,69,95,85,82,Non-Indigenous Community
1207016,"Kings, Subd. B",11951,75,64,94,83,79,Non-Indigenous Community
1207021,"Kings, Subd. D",5264,77,65,95,83,80,Non-Indigenous Community
1207024,Wolfville,5057,78,80,95,80,84,Non-Indigenous Community
1207027,Glooscap 35,111,,,,,70,First Nations Community 
1208003,West Hants,19509,76,61,95,82,78,Non-Indigenous Community
1208008,East Hants,22892,78,63,96,86,81,Non-Indigenous Community
1208014,Indian Brook 14,2739,70,60,83,75,72,First Nations Community 
1209019,Cole Harbour 30,208,,,,,73,First Nations Community 
1209034,Halifax,439819,81,73,95,85,84,Non-Indigenous Community
1209037,Beaver Lake 17,20,,,,,,First Nations Community 
1209038,Sheet Harbour 36,10,,,,,,First Nations Community 
1209800,Wallace Hills 14A,15,,,,,,First Nations Community 
1210001,"Colchester, Subd. C",12476,76,61,95,83,79,Non-Indigenous Community
1210002,Stewiacke,1557,78,60,95,88,80,Non-Indigenous Community
1210003,Millbrook 27,921,66,57,89,71,71,First Nations Community 
1210006,Truro,12954,75,65,94,81,79,Non-Indigenous Community
1210008,"Colchester, Subd. B",19806,78,62,96,85,80,Non-Indigenous Community
1210012,"Colchester, Subd. A",3762,74,61,95,82,78,Non-Indigenous Community
1211001,"Cumberland, Subd. A",3201,72,57,92,76,74,Non-Indigenous Community
1211006,"Cumberland, Subd. B",6786,74,57,93,78,75,Non-Indigenous Community
1211009,"Cumberland, Subd. C",5694,81,61,93,82,79,Non-Indigenous Community
1211011,Amherst,9404,74,58,93,80,76,Non-Indigenous Community
1211012,Oxford,1170,71,55,92,75,73,Non-Indigenous Community
1211014,"Cumberland, Subd. D",4283,78,59,95,81,78,Non-Indigenous Community
1212001,"Pictou, Subd. A",6153,78,61,96,81,79,Non-Indigenous Community
1212004,Pictou,3107,74,60,94,77,76,Non-Indigenous Community
1212006,"Pictou, Subd. B",6137,76,59,95,82,78,Non-Indigenous Community
1212008,Westville,3540,73,58,94,79,76,Non-Indigenous Community
1212009,Stellarton,4007,76,63,94,82,79,Non-Indigenous Community
1212011,"Pictou, Subd. C",8386,78,60,94,80,78,Non-Indigenous Community
1212014,New Glasgow,9471,77,65,94,82,79,Non-Indigenous Community
1212016,Trenton,2407,75,57,91,78,75,Non-Indigenous Community
1212019,Fisher's Grant 24,449,69,47,74,81,68,First Nations Community 
1212023,Merigomish Harbour 31,0,,,,,,First Nations Community 
1213001,St. Mary's,2161,73,53,93,78,74,Non-Indigenous Community
1213004,Guysborough,4585,73,50,94,75,73,Non-Indigenous Community
1213008,Mulgrave,627,80,52,92,77,76,Non-Indigenous Community
1214001,"Antigonish, Subd. A",8963,81,72,96,86,84,Non-Indigenous Community
1214002,Antigonish,4656,75,73,96,82,81,Non-Indigenous Community
1214006,"Antigonish, Subd. B",6138,76,61,96,84,79,Non-Indigenous Community
1214010,Paqtnkek-Niktuek No. 23,372,56,52,73,70,63,First Nations Community 
1215001,"Inverness, Subd. C",3167,78,65,95,80,79,Non-Indigenous Community
1215002,Port Hawkesbury,3210,75,66,94,79,79,Non-Indigenous Community
1215005,Malagawatch 4,20,,,,,,First Nations Community 
1215006,"Inverness, Subd. B",4865,76,63,94,83,79,Non-Indigenous Community
1215008,Whycocomagh 2,877,61,62,82,75,70,First Nations Community 
1215011,"Inverness, Subd. A",5207,76,58,94,80,77,Non-Indigenous Community
1216001,"Richmond, Subd. C",3136,74,55,95,77,75,Non-Indigenous Community
1216006,"Richmond, Subd. A",3763,75,61,95,81,78,Non-Indigenous Community
1216011,"Richmond, Subd. B",1610,82,56,95,71,76,Non-Indigenous Community
1216014,Chapel Island 5,405,63,55,86,74,70,First Nations Community 
1217008,Membertou 28B,1103,63,64,90,66,71,First Nations Community 
1217020,Eskasoni 3,3521,56,53,82,66,64,First Nations Community 
1217030,Cape Breton,93694,75,62,95,76,77,Non-Indigenous Community
1218001,"Victoria, Subd. B",4077,78,65,95,76,78,Non-Indigenous Community
1218003,Wagmatcook 1,691,56,53,85,67,65,First Nations Community 
1218006,"Victoria, Subd. A",2673,75,53,96,75,75,Non-Indigenous Community
1301001,Saint Martins,1177,74,58,97,78,77,Non-Indigenous Community
1301002,St. Martins,320,,,,,80,Non-Indigenous Community
1301004,Simonds,3913,76,60,98,84,79,Non-Indigenous Community
1301006,Saint John,69895,76,65,94,84,80,Non-Indigenous Community
1301016,Musquash,1253,80,61,97,83,80,Non-Indigenous Community
1302001,Grand Manan,139,,,,,76,Non-Indigenous Community
1302004,Campobello Island,949,74,58,94,71,74,Non-Indigenous Community
1302006,West Isles,718,75,58,98,85,79,Non-Indigenous Community
1302008,Lepreau,803,83,65,94,86,82,Non-Indigenous Community
1302011,Pennfield,2222,76,58,94,82,78,Non-Indigenous Community
1302012,Blacks Harbour,907,69,58,92,83,76,Non-Indigenous Community
1302014,Clarendon,66,,,,,76,Non-Indigenous Community
1302016,Saint George,2495,76,59,95,85,79,Non-Indigenous Community
1302018,St. George,1579,75,59,96,87,79,Non-Indigenous Community
1302021,Saint Patrick,710,76,61,96,74,77,Non-Indigenous Community
1302024,Saint Andrews,550,87,71,95,85,85,Non-Indigenous Community
1302026,Saint Andrews,2048,82,78,95,87,86,Non-Indigenous Community
1302028,Saint Croix,648,75,68,97,83,81,Non-Indigenous Community
1302031,Dufferin,565,80,72,93,82,82,Non-Indigenous Community
1302034,Saint Stephen,1671,74,60,93,81,77,Non-Indigenous Community
1302037,St. Stephen,4510,74,65,92,84,79,Non-Indigenous Community
1302039,Saint James,1024,72,56,93,82,76,Non-Indigenous Community
1302042,Saint David,1470,71,60,94,84,77,Non-Indigenous Community
1302044,Dumbarton,346,73,58,99,78,77,Non-Indigenous Community
1302052,Grand Manan,2595,80,60,94,84,80,Non-Indigenous Community
1303001,Blissville,777,73,58,93,81,76,Non-Indigenous Community
1303004,Gladstone,486,72,55,95,86,77,Non-Indigenous Community
1303005,Tracy,610,74,55,89,85,76,Non-Indigenous Community
1303006,Fredericton Junction,719,71,60,91,85,77,Non-Indigenous Community
1303008,Lincoln,7519,79,64,96,87,81,Non-Indigenous Community
1303011,Burton,5176,77,61,96,84,79,Non-Indigenous Community
1303012,Oromocto,9045,79,68,97,89,83,Non-Indigenous Community
1303013,Oromocto 26,295,65,52,90,73,70,First Nations Community 
1303014,Sheffield,888,75,64,96,83,80,Non-Indigenous Community
1303016,Maugerville,1772,77,66,96,89,82,Non-Indigenous Community
1303018,Northfield,577,74,54,96,83,77,Non-Indigenous Community
1304001,Petersville,710,74,58,93,88,78,Non-Indigenous Community
1304004,Gagetown,324,74,58,91,88,78,Non-Indigenous Community
1304005,Gagetown,787,80,65,97,81,81,Non-Indigenous Community
1304006,Hampstead,288,69,55,94,86,76,Non-Indigenous Community
1304008,Wickham,409,73,57,96,79,76,Non-Indigenous Community
1304011,Cambridge,684,77,57,93,74,75,Non-Indigenous Community
1304013,Cambridge-Narrows,715,76,63,89,74,75,Non-Indigenous Community
1304014,Johnston,638,73,59,84,80,74,Non-Indigenous Community
1304016,Brunswick,224,,,,,73,Non-Indigenous Community
1304018,Waterborough,903,73,57,91,75,74,Non-Indigenous Community
1304021,Canning,1028,79,60,95,80,79,Non-Indigenous Community
1304022,Minto,2234,69,52,94,78,73,Non-Indigenous Community
1304024,Chipman,853,77,56,94,81,77,Non-Indigenous Community
1304025,Chipman,1201,72,52,91,81,74,Non-Indigenous Community
1305001,Hammond,276,67,58,95,74,73,Non-Indigenous Community
1305004,Upham,1357,72,59,94,83,77,Non-Indigenous Community
1305006,Hampton,2969,78,66,95,87,82,Non-Indigenous Community
1305007,Hampton,4395,80,70,95,86,83,Non-Indigenous Community
1305008,Rothesay,342,79,64,100,83,82,Non-Indigenous Community
1305011,Westfield,2114,79,67,96,85,82,Non-Indigenous Community
1305014,Kingston,3202,78,65,95,85,80,Non-Indigenous Community
1305015,Grand Bay-Westfield,4967,82,69,96,88,84,Non-Indigenous Community
1305016,Norton,1325,78,62,96,83,80,Non-Indigenous Community
1305018,Norton,1410,73,62,90,85,77,Non-Indigenous Community
1305021,Sussex,2579,76,61,94,85,79,Non-Indigenous Community
1305022,Sussex,4440,74,62,96,83,79,Non-Indigenous Community
1305023,Sussex Corner,1458,77,64,97,85,81,Non-Indigenous Community
1305024,Waterford,491,75,57,97,83,78,Non-Indigenous Community
1305026,Cardwell,1401,74,59,91,84,77,Non-Indigenous Community
1305028,Havelock,1042,73,59,92,82,76,Non-Indigenous Community
1305031,Studholm,3527,73,60,95,85,78,Non-Indigenous Community
1305034,Springfield,1641,76,63,93,85,79,Non-Indigenous Community
1305036,Kars,377,79,63,98,91,83,Non-Indigenous Community
1305038,Greenwich,1126,76,59,96,80,78,Non-Indigenous Community
1305045,Rothesay,11977,90,77,97,88,88,Non-Indigenous Community
1305057,Quispamsis,18768,85,76,98,89,87,Non-Indigenous Community
1306001,Hopewell,597,74,62,94,80,77,Non-Indigenous Community
1306003,Riverside-Albert,348,74,47,94,76,73,Non-Indigenous Community
1306004,Harvey,358,77,58,91,76,76,Non-Indigenous Community
1306006,Alma,282,76,69,94,63,75,Non-Indigenous Community
1306007,Alma,5,,,,,,Non-Indigenous Community
1306008,Elgin,1064,71,54,94,77,74,Non-Indigenous Community
1306011,Hillsborough,1397,76,60,92,80,77,Non-Indigenous Community
1306014,Coverdale,4766,78,63,96,88,81,Non-Indigenous Community
1306020,Riverview,20584,78,69,97,88,83,Non-Indigenous Community
1306025,Hillsborough,1348,71,62,96,85,79,Non-Indigenous Community
1307001,Westmorland,997,74,61,94,87,79,Non-Indigenous Community
1307002,Port Elgin,381,68,56,86,77,72,Non-Indigenous Community
1307004,Botsford,1120,73,56,97,77,76,Non-Indigenous Community
1307005,Beaubassin East / Beaubassin-est,6718,79,58,96,83,79,Non-Indigenous Community
1307007,Cap-Pelé,2441,75,54,96,85,78,Non-Indigenous Community
1307008,Sackville,1204,76,62,94,87,80,Non-Indigenous Community
1307009,Sackville,6099,78,72,95,84,82,Non-Indigenous Community
1307011,Dorchester,438,73,53,92,83,75,Non-Indigenous Community
1307012,Dorchester,906,79,58,86,88,78,Non-Indigenous Community
1307013,Memramcook,5029,78,63,96,88,81,Non-Indigenous Community
1307014,Fort Folly 1,36,,,,,,First Nations Community 
1307016,Shediac,5144,81,63,96,87,82,Non-Indigenous Community
1307019,Moncton,10704,80,65,96,89,82,Non-Indigenous Community
1307022,Moncton,79470,77,68,96,86,82,Non-Indigenous Community
1307024,Salisbury,3377,73,57,96,84,78,Non-Indigenous Community
1307028,Salisbury,2387,74,59,95,88,79,Non-Indigenous Community
1307029,Petitcodiac,1476,74,62,96,83,79,Non-Indigenous Community
1307045,Dieppe,28114,81,72,97,89,85,Non-Indigenous Community
1307052,Shediac,7535,78,60,97,85,80,Non-Indigenous Community
1308001,Dundas,4332,80,58,97,85,80,Non-Indigenous Community
1308002,Cocagne,2757,78,58,97,86,80,Non-Indigenous Community
1308003,Buctouche 16,101,,,,,69,First Nations Community 
1308004,Wellington,3292,75,51,95,84,77,Non-Indigenous Community
1308005,Bouctouche,2513,76,50,95,87,77,Non-Indigenous Community
1308006,Saint Mary,1991,74,50,97,81,75,Non-Indigenous Community
1308007,Saint-Antoine,1791,79,56,96,88,80,Non-Indigenous Community
1308008,Saint-Paul,877,72,45,93,77,72,Non-Indigenous Community
1308010,Harcourt,346,68,36,97,79,70,Non-Indigenous Community
1308012,Huskisson,5,,,,,,Non-Indigenous Community
1308014,Weldford,1335,71,52,90,82,74,Non-Indigenous Community
1308015,Richibucto 15,2062,68,43,73,61,61,First Nations Community 
1308016,Richibucto,2085,78,48,95,83,76,Non-Indigenous Community
1308017,Rexton,874,78,61,97,84,80,Non-Indigenous Community
1308018,Richibucto,1411,70,45,95,81,73,Non-Indigenous Community
1308019,Saint-Charles,2024,75,45,95,80,74,Non-Indigenous Community
